language,country-code,geoId,name,local-name,trimmed-name,is-exclude
th,TH,10001945,Mueang Satun District,อำเภอเมืองสตูล,เมืองสตูล,FALSE
th,TH,10001296,Khuan Don District,อำเภอควนโดน,ควนโดน,FALSE
th,TH,10000249,Phra Phutthabat District,อำเภอพระพุทธบาท,พระพุทธบาท,FALSE
th,TH,10002340,Don Phut District,อำเภอดอนพุด,ดอนพุด,FALSE
th,TH,10004635,Wang Muang District,อำเภอวังม่วง,วังม่วง,FALSE
th,TH,10001538,Ban Mo District,อำเภอบ้านหมอ,บ้านหมอ,FALSE
th,TH,10000832,Sao Hai District,อำเภอเสาไห้,เสาไห้,FALSE
th,TH,10004058,Nong Don District,อำเภอหนองโดน,หนองโดน,FALSE
th,TH,10001864,Chaloem Phra Kiat District,อำเภอเฉลิมพระเกียรติ,เฉลิมพระเกียรติ,FALSE
th,TH,10001416,Wihan Daeng District,อำเภอวิหารแดง,วิหารแดง,FALSE
th,TH,10003749,Nong Saeng District,อำเภอหนองแซง,หนองแซง,FALSE
th,TH,10000171,Kaeng Khoi District,อำเภอแก่งคอย,แก่งคอย,FALSE
th,TH,10001855,Nong Khae District,อำเภอหนองแค,หนองแค,FALSE
th,TH,10003207,Muak Lek District,อำเภอมวกเหล็ก,มวกเหล็ก,FALSE
th,TH,10001739,Mueang Saraburi District,อำเภอเมืองสระบุรี,เมืองสระบุรี,FALSE
th,TH,10002407,Khaen Dong District,อำเภอแคนดง,แคนดง,FALSE
th,TH,10002367,Non Suwan District,อำเภอโนนสุวรรณ,โนนสุวรรณ,FALSE
th,TH,10000942,Phlapphla Chai District,อำเภอพลับพลาชัย,พลับพลาชัย,FALSE
th,TH,10001541,Pakham District,อำเภอปะคำ,ปะคำ,FALSE
th,TH,10000479,Lahan Sai District,อำเภอละหานทราย,ละหานทราย,FALSE
th,TH,10002122,Phutthaisong District,อำเภอพุทไธสง,พุทไธสง,FALSE
th,TH,10002234,Ban Mai Chaiyaphot District,อำเภอบ้านใหม่ไชยพจน์,บ้านใหม่ไชยพจน์,FALSE
th,TH,10003654,Ban Kruat District,อำเภอบ้านกรวด,บ้านกรวด,FALSE
th,TH,10002326,Na Pho District,อำเภอนาโพธิ์,นาโพธิ์,FALSE
th,TH,10003327,Krasang District,อำเภอกระสัง,กระสัง,FALSE
th,TH,10000537,Non Din Daeng District,อำเภอโนนดินแดง,โนนดินแดง,FALSE
th,TH,10003663,Ban Dan District,อำเภอบ้านด่าน,บ้านด่าน,FALSE
th,TH,10001625,Huai Rat District,อำเภอห้วยราช,ห้วยราช,FALSE
th,TH,10000340,Chaloem Phra Kiat District,อำเภอเฉลิมพระเกียรติ,เฉลิมพระเกียรติ,FALSE
th,TH,10001512,Khu Mueang District,อำเภอคูเมือง,คูเมือง,FALSE
th,TH,10003043,Nong Hong District,อำเภอหนองหงส์,หนองหงส์,FALSE
th,TH,10000511,Chamni District,อำเภอชำนิ,ชำนิ,FALSE
th,TH,10000551,Lam Plai Mat District,อำเภอลำปลายมาศ,ลำปลายมาศ,FALSE
th,TH,10000400,Nong Ki District,อำเภอหนองกี่,หนองกี่,FALSE
th,TH,10000670,Prakhon Chai District,อำเภอประโคนชัย,ประโคนชัย,FALSE
th,TH,10000215,Nang Rong District,อำเภอนางรอง,นางรอง,FALSE
th,TH,10002280,Satuek District,อำเภอสตึก,สตึก,FALSE
th,TH,10000163,Mueang Buri Ram District,อำเภอเมืองบุรีรัมย์,เมืองบุรีรัมย์,FALSE
th,TH,10000342,Bang Khonthi District,อำเภอบางคนที,บางคนที,FALSE
th,TH,10000470,Mueang Samut Songkhram District,อำเภอเมืองสมุทรสงคราม,เมืองสมุทรสงคราม,FALSE
th,TH,10000405,Amphawa District,อำเภออัมพวา,อัมพวา,FALSE
th,TH,10000500,Ban Phaeo District,อำเภอบ้านแพ้ว,บ้านแพ้ว,FALSE
th,TH,10000100,Krathum Baen District,อำเภอกระทุ่มแบน,กระทุ่มแบน,FALSE
th,TH,10000097,Mueang Samut Sakhon District,อำเภอเมืองสมุทรสาคร,เมืองสมุทรสาคร,FALSE
th,TH,10000445,Phra Samut Chedi District,อำเภอพระสมุทรเจดีย์,พระสมุทรเจดีย์,FALSE
th,TH,10003298,Bang Sao Thong District,อำเภอบางเสาธง,บางเสาธง,FALSE
th,TH,10000197,Bang Bo District,อำเภอบางบ่อ,บางบ่อ,FALSE
th,TH,10000726,Bang Phli District,อำเภอบางพลี,บางพลี,FALSE
th,TH,10000105,Mueang Samut Prakan District,อำเภอเมืองสมุทรปราการ,เมืองสมุทรปราการ,FALSE
th,TH,10000230,Phra Pradaeng District,อำเภอพระประแดง,พระประแดง,FALSE
th,TH,10001831,Kham Ta Kla District,อำเภอคำตากล้า,คำตากล้า,FALSE
th,TH,10003380,Nikhom Nam Un District,อำเภอนิคมน้ำอูน,นิคมน้ำอูน,FALSE
th,TH,10003628,Nikhom Nam Un,อำเภอนิคมน้ำอูน,นิคมน้ำอูน,FALSE
th,TH,10001020,Phon Na Kaeo District,อำเภอโพนนาแก้ว,โพนนาแก้ว,FALSE
th,TH,10001339,Waritchaphum District,อำเภอวาริชภูมิ,วาริชภูมิ,FALSE
th,TH,10001336,Wanon Niwat District,อำเภอวานรนิวาส,วานรนิวาส,FALSE
th,TH,10001190,Akat Amnuai District,อำเภออากาศอำนวย,อากาศอำนวย,FALSE
th,TH,10001598,Ban Muang District,อำเภอบ้านม่วง,บ้านม่วง,FALSE
th,TH,10001019,Charoen Sin District,อำเภอเจริญศิลป์,เจริญศิลป์,FALSE
th,TH,10000620,Khok Si Suphan District,อำเภอโคกศรีสุพรรณ,โคกศรีสุพรรณ,FALSE
th,TH,10005108,Kusuman District,อำเภอกุสุมาลย์,กุสุมาลย์,FALSE
th,TH,10003456,Kut Bak District,อำเภอกุดบาก,กุดบาก,FALSE
th,TH,10001390,Song Dao District,อำเภอส่องดาว,ส่องดาว,FALSE
th,TH,10000948,Tao Ngoi District,อำเภอเต่างอย,เต่างอย,FALSE
th,TH,10000720,Phu Phan District,อำเภอภูพาน,ภูพาน,FALSE
th,TH,10002504,Sawang Daen Din District,อำเภอสว่างแดนดิน,สว่างแดนดิน,FALSE
th,TH,10000728,Phanna Nikhom District,อำเภอพรรณานิคม,พรรณานิคม,FALSE
th,TH,10000724,Phang Khon District,อำเภอพังโคน,พังโคน,FALSE
th,TH,10000110,Mueang Sakon Nakhon District,อำเภอเมืองสกลนคร,เมืองสกลนคร,FALSE
th,TH,10002419,Wang Nam Yen District,อำเภอวังน้ำเย็น,วังน้ำเย็น,FALSE
th,TH,10002714,Khlong Hat District,อำเภอคลองหาด,คลองหาด,FALSE
th,TH,10002055,Khao Chakan District,อำเภอเขาฉกรรจ์,เขาฉกรรจ์,FALSE
th,TH,10001310,Wang Sombun District,อำเภอวังสมบูรณ์,วังสมบูรณ์,FALSE
th,TH,10002428,Ta Phraya District,อำเภอตาพระยา,ตาพระยา,FALSE
th,TH,10003671,Khok Sung District,อำเภอโคกสูง,โคกสูง,FALSE
th,TH,10001146,Watthana Nakhon District,อำเภอวัฒนานคร,วัฒนานคร,FALSE
th,TH,10002562,Mueang Sa Kaeo District,อำเภอเมืองสระแก้ว,เมืองสระแก้ว,FALSE
th,TH,10000113,Aranyaprathet District,อำเภออรัญประเทศ,อรัญประเทศ,FALSE
th,TH,10002274,Nong Hi District,อำเภอหนองฮี,หนองฮี,FALSE
th,TH,10001123,Moei Wadi District,อำเภอเมยวดี,เมยวดี,FALSE
th,TH,10001056,Chiang Khwan District,อำเภอเชียงขวัญ,เชียงขวัญ,FALSE
th,TH,10000988,Changhan District,อำเภอจังหาร,จังหาร,FALSE
th,TH,10001668,Chaturaphak Phiman District,อำเภอจตุรพักตรพิมาน,จตุรพักตรพิมาน,FALSE
th,TH,10001531,At Samat District,อำเภออาจสามารถ,อาจสามารถ,FALSE
th,TH,10005058,Mueang Suang District,อำเภอเมืองสรวง,เมืองสรวง,FALSE
th,TH,10000590,Thung Khao Luang District,อำเภอทุ่งเขาหลวง,ทุ่งเขาหลวง,FALSE
th,TH,10000606,Kaset Wisai District,อำเภอเกษตรวิสัย,เกษตรวิสัย,FALSE
th,TH,10003351,Si Somdet District,อำเภอศรีสมเด็จ,ศรีสมเด็จ,FALSE
th,TH,10002255,Pathum Rat District,อำเภอปทุมรัตต์,ปทุมรัตต์,FALSE
th,TH,10000999,Phanom Phrai District,อำเภอพนมไพร,พนมไพร,FALSE
th,TH,10001440,Pho Chai District,อำเภอโพธิ์ชัย,โพธิ์ชัย,FALSE
th,TH,10002558,Phon Sai District,อำเภอโพนทราย,โพนทราย,FALSE
th,TH,10000610,Selaphum District,อำเภอเสลภูมิ,เสลภูมิ,FALSE
th,TH,10001307,Phon Thong District,อำเภอโพนทอง,โพนทอง,FALSE
th,TH,10001820,Nong Phok District,อำเภอหนองพอก,หนองพอก,FALSE
th,TH,10000926,Suwannaphum District,อำเภอสุวรรณภูมิ,สุวรรณภูมิ,FALSE
th,TH,10003047,Mueang Roi Et District,อำเภอเมืองร้อยเอ็ด,เมืองร้อยเอ็ด,FALSE
th,TH,10005401,Khon Kaen Sub-District,ตำบลขอนแก่น,ขอนแก่น,FALSE
th,TH,10000796,Thawat Buri District,อำเภอธวัชบุรี,ธวัชบุรี,FALSE
th,TH,10001346,Bang Phae District,อำเภอบางแพ,บางแพ,FALSE
th,TH,10001120,Wat Phleng District,อำเภอวัดเพลง,วัดเพลง,FALSE
th,TH,10000222,Photharam District,อำเภอโพธาราม,โพธาราม,FALSE
th,TH,10001833,Damnoen Saduak District,อำเภอดำเนินสะดวก,ดำเนินสะดวก,FALSE
th,TH,10001769,Ban Pong District,อำเภอบ้านโป่ง,บ้านโป่ง,FALSE
th,TH,10003864,Ban Kha District,อำเภอบ้านคา,บ้านคา,FALSE
th,TH,10000762,Chom Bueng District,อำเภอจอมบึง,จอมบึง,FALSE
th,TH,10000358,Pak Tho District,อำเภอปากท่อ,ปากท่อ,FALSE
th,TH,10001721,Suan Phueng District,อำเภอสวนผึ้ง,สวนผึ้ง,FALSE
th,TH,10000698,Mueang Ratchaburi District,อำเภอเมืองราชบุรี,เมืองราชบุรี,FALSE
th,TH,10000428,La-un District,อำเภอละอุ่น,ละอุ่น,FALSE
th,TH,10004580,Suk Samran District,อำเภอสุขสำราญ,สุขสำราญ,FALSE
th,TH,10000530,Kra Buri District,อำเภอกระบุรี,กระบุรี,FALSE
th,TH,10001078,Kapoe District,อำเภอกะเปอร์,กะเปอร์,FALSE
th,TH,10000794,Mueang Ranong District,อำเภอเมืองระนอง,เมืองระนอง,FALSE
th,TH,10001755,Pranburi District,อำเภอปราณบุรี,ปราณบุรี,FALSE
th,TH,10000902,Bang Saphan Noi District,อำเภอบางสะพานน้อย,บางสะพานน้อย,FALSE
th,TH,10002776,Thap Sakae District,อำเภอทับสะแก,ทับสะแก,FALSE
th,TH,10000734,Sam Roi Yot District,อำเภอสามร้อยยอด,สามร้อยยอด,FALSE
th,TH,10002356,Kui Buri District,อำเภอกุยบุรี,กุยบุรี,FALSE
th,TH,10002029,Bang Saphan District,อำเภอบางสะพาน,บางสะพาน,FALSE
th,TH,10000251,Mueang Prachuap Khiri Khan District,อำเภอเมืองประจวบคีรีขันธ์,เมืองประจวบคีรีขันธ์,FALSE
th,TH,10005425,Hua Hin District,อำเภอหัวหิน,หัวหิน,FALSE
th,TH,10001525,Pak Khat District,อำเภอปากคาด,ปากคาด,FALSE
th,TH,10000627,So Phisai District,อำเภอโซ่พิสัย,โซ่พิสัย,FALSE
th,TH,10001186,Si Wilai District,อำเภอศรีวิไล,ศรีวิไล,FALSE
th,TH,10003738,Bung Khla District,อำเภอบุ่งคล้า,บุ่งคล้า,FALSE
th,TH,10002010,Phon Charoen District,อำเภอพรเจริญ,พรเจริญ,FALSE
th,TH,10001978,Bueng Khong Long District,อำเภอบึงโขลงหลง,บึงโขลงหลง,FALSE
th,TH,10002150,Seka District,อำเภอเซกา,เซกา,FALSE
th,TH,10001424,Mueang Bueng Kan District,อำเภอเมืองบึงกาฬ,เมืองบึงกาฬ,FALSE
th,TH,10002175,Prachantakham District,อำเภอประจันตคาม,ประจันตคาม,FALSE
th,TH,10001836,Si Mahosot District,อำเภอศรีมโหสถ,ศรีมโหสถ,FALSE
th,TH,10004375,Na Di District,อำเภอนาดี,นาดี,FALSE
th,TH,10004269,Ban Sang District,อำเภอบ้านสร้าง,บ้านสร้าง,FALSE
th,TH,10000660,Kabin Buri District,อำเภอกบินทร์บุรี,กบินทร์บุรี,FALSE
th,TH,10000857,Mueang Prachin Buri District,อำเภอเมืองปราจีนบุรี,เมืองปราจีนบุรี,FALSE
th,TH,10001508,Si Maha Phot District,อำเภอศรีมหาโพธิ,ศรีมหาโพธิ,FALSE
th,TH,10000076,Mueang Phuket District,อำเภอเมืองภูเก็ต,เมืองภูเก็ต,FALSE
th,TH,10011170,Kathu District,อำเภอกะทู้,กะทู้,FALSE
th,TH,10001109,Thalang District,อำเภอถลาง,ถลาง,FALSE
th,TH,10000247,Mueang Phrae District,อำเภอเมืองแพร่,เมืองแพร่,FALSE
th,TH,10002492,Nong Muang Khai District,อำเภอหนองม่วงไข่,หนองม่วงไข่,FALSE
th,TH,10000850,Rong Kwang District,อำเภอร้องกวาง,ร้องกวาง,FALSE
th,TH,10001601,Song District,อำเภอสอง,สอง,FALSE
th,TH,10001216,Wang Chin District,อำเภอวังชิ้น,วังชิ้น,FALSE
th,TH,10002155,Den Chai District,อำเภอเด่นชัย,เด่นชัย,FALSE
th,TH,10001406,Long District,อำเภอลอง,ลอง,FALSE
th,TH,10000848,Sung Men District,อำเภอสูงเม่น,สูงเม่น,FALSE
th,TH,10002954,Ban Phraek District,อำเภอบ้านแพรก,บ้านแพรก,FALSE
th,TH,10000245,Phak Hai District,อำเภอผักไห่,ผักไห่,FALSE
th,TH,10000505,Lat Bua Luang District,อำเภอลาดบัวหลวง,ลาดบัวหลวง,FALSE
th,TH,10001776,Tha Ruea District,อำเภอท่าเรือ,ท่าเรือ,FALSE
th,TH,10000785,Phachi District,อำเภอภาชี,ภาชี,FALSE
th,TH,10001378,Bang Ban District,อำเภอบางบาล,บางบาล,FALSE
th,TH,10001001,Sena District,อำเภอเสนา,เสนา,FALSE
th,TH,10003140,Nakhon Luang District,อำเภอนครหลวง,นครหลวง,FALSE
th,TH,30016595,Bang Pahan District,อำเภอบางปะหัน,บางปะหัน,FALSE
th,TH,10000844,Maha Rat District,อำเภอมหาราช,มหาราช,FALSE
th,TH,10000971,Amphoe Bang Sai,อำเภอบางไทร,บางไทร,FALSE
th,TH,10004298,Tambon Bang Sai,ตำบลบางไทร,บางไทร,FALSE
th,TH,10000301,Uthai District,อำเภออุทัย,อุทัย,FALSE
th,TH,10000192,Wang Noi District,อำเภอวังน้อย,วังน้อย,FALSE
th,TH,10001386,Bang Pa-in District,อำเภอบางปะอิน,บางปะอิน,FALSE
th,TH,10000102,Ayutthaya District,อำเภออยุธยา,อยุธยา,FALSE
th,TH,10000085,Mueang Phitsanulok District,อำเภอเมืองพิษณุโลก,เมืองพิษณุโลก,FALSE
th,TH,10001024,Chat Trakan District,อำเภอชาติตระการ,ชาติตระการ,FALSE
th,TH,10001375,Bang Krathum District,อำเภอบางกระทุ่ม,บางกระทุ่ม,FALSE
th,TH,10001341,Wat Bot District,อำเภอวัดโบสถ์,วัดโบสถ์,FALSE
th,TH,10001125,Noen Maprang District,อำเภอเนินมะปราง,เนินมะปราง,FALSE
th,TH,10001331,Phrom Phiram District,อำเภอพรหมพิราม,พรหมพิราม,FALSE
th,TH,10000324,Nakhon Thai District,อำเภอนครไทย,นครไทย,FALSE
th,TH,10001182,Bang Rakam District,อำเภอบางระกำ,บางระกำ,FALSE
th,TH,10000898,Wang Thong District,อำเภอวังทอง,วังทอง,FALSE
th,TH,10001355,Pho Thale District,อำเภอโพทะเล,โพทะเล,FALSE
th,TH,10001302,Wang Sai Phun District,อำเภอวังทรายพูน,วังทรายพูน,FALSE
th,TH,10001265,Wachirabarami District,อำเภอวชิรบารมี,วชิรบารมี,FALSE
th,TH,10001218,Pho Prathap Chang District,อำเภอโพธิ์ประทับช้าง,โพธิ์ประทับช้าง,FALSE
th,TH,10001327,Sak Lek District,อำเภอสากเหล็ก,สากเหล็ก,FALSE
th,TH,10002706,Thap Khlo District,อำเภอทับคล้อ,ทับคล้อ,FALSE
th,TH,10000457,Bueng Na Rang District,อำเภอบึงนาราง,บึงนาราง,FALSE
th,TH,10000766,Sam Ngam District,อำเภอสามง่าม,สามง่าม,FALSE
th,TH,10001273,Dong Charoen District,อำเภอดงเจริญ,ดงเจริญ,FALSE
th,TH,10000134,Bang Mun Nak District,อำเภอบางมูลนาก,บางมูลนาก,FALSE
th,TH,10001697,Mueang Phichit District,อำเภอเมืองพิจิตร,เมืองพิจิตร,FALSE
th,TH,10000018,Taphan Hin District,อำเภอตะพานหิน,ตะพานหิน,FALSE
th,TH,10001643,Khao Yoi District,อำเภอเขาย้อย,เขาย้อย,FALSE
th,TH,10000451,Ban Laem District,อำเภอบ้านแหลม,บ้านแหลม,FALSE
th,TH,10000312,Nong Ya Plong District,อำเภอหนองหญ้าปล้อง,หนองหญ้าปล้อง,FALSE
th,TH,10000396,Tha Yang District,อำเภอท่ายาง,ท่ายาง,FALSE
th,TH,10001604,Kaeng Krachan District,อำเภอแก่งกระจาน,แก่งกระจาน,FALSE
th,TH,10000650,Ban Lat District,อำเภอบ้านลาด,บ้านลาด,FALSE
th,TH,10000742,Mueang Phetchaburi District,อำเภอเมืองเพชรบุรี,เมืองเพชรบุรี,FALSE
th,TH,10000152,Cha-am District,อำเภอชะอำ,ชะอำ,FALSE
th,TH,10002703,Wang Pong District,อำเภอวังโป่ง,วังโป่ง,FALSE
th,TH,10002183,Si Thep District,อำเภอศรีเทพ,ศรีเทพ,FALSE
th,TH,10000639,Chon Daen District,อำเภอชนแดน,ชนแดน,FALSE
th,TH,10000489,Nam Nao District,อำเภอน้ำหนาว,น้ำหนาว,FALSE
th,TH,10000687,Lom Kao District,อำเภอหล่มเก่า,หล่มเก่า,FALSE
th,TH,10001920,Bueng Sam Phan District,อำเภอบึงสามพัน,บึงสามพัน,FALSE
th,TH,10000031,Wichian Buri District,อำเภอวิเชียรบุรี,วิเชียรบุรี,FALSE
th,TH,10000373,Nong Phai District,อำเภอหนองไผ่,หนองไผ่,FALSE
th,TH,10000233,Lom Sak District,อำเภอหล่มสัก,หล่มสัก,FALSE
th,TH,10000814,Mueang Phetchabun District,อำเภอเมืองเพชรบูรณ์,เมืองเพชรบูรณ์,FALSE
th,TH,10000829,Khao Kho District,อำเภอเขาค้อ,เขาค้อ,FALSE
th,TH,10002363,Phu Kamyao District,อำเภอภูกามยาว,ภูกามยาว,FALSE
th,TH,10001017,Mae Chai District,อำเภอแม่ใจ,แม่ใจ,FALSE
th,TH,10001067,Phu Sang District,อำเภอภูซาง,ภูซาง,FALSE
th,TH,10001060,Chiang Muan District,อำเภอเชียงม่วน,เชียงม่วน,FALSE
th,TH,10001809,Pong District,อำเภอปง,ปง,FALSE
th,TH,10000677,Chun District,อำเภอจุน,จุน,FALSE
th,TH,10000168,Dok Khamtai District,อำเภอดอกคำใต้,ดอกคำใต้,FALSE
th,TH,10000275,Chiang Kham District,อำเภอเชียงคำ,เชียงคำ,FALSE
th,TH,10002538,Mueang Phayao District,อำเภอเมืองพะเยา,เมืองพะเยา,FALSE
th,TH,10002497,Tamot District,อำเภอตะโหมด,ตะโหมด,FALSE
th,TH,10002521,Si Banphot District,อำเภอศรีบรรพต,ศรีบรรพต,FALSE
th,TH,10000555,Srinagarindra District,อำเภอศรีนครินทร์,ศรีนครินทร์,FALSE
th,TH,10003323,Kong Ra District,อำเภอกงหรา,กงหรา,FALSE
th,TH,10000577,Pa Phayom District,อำเภอป่าพะยอม,ป่าพะยอม,FALSE
th,TH,10002594,Bang Kaeo District,อำเภอบางแก้ว,บางแก้ว,FALSE
th,TH,10001154,Khao Chaison District,อำเภอเขาชัยสน,เขาชัยสน,FALSE
th,TH,10002876,Pa Bon District,อำเภอป่าบอน,ป่าบอน,FALSE
th,TH,10000034,Pak Phayun District,อำเภอปากพะยูน,ปากพะยูน,FALSE
th,TH,10000566,Muang Phatthalung District,อำเภอเมืองพัทลุง,เมืองพัทลุง,FALSE
th,TH,10005044,Ko Yao District,อำเภอเกาะยาว,เกาะยาว,FALSE
th,TH,10000022,Takua Pa District,อำเภอตะกั่วป่า,ตะกั่วป่า,FALSE
th,TH,10000668,Kapong District,อำเภอกะปง,กะปง,FALSE
th,TH,10004322,Khura Buri District,อำเภอคุระบุรี,คุระบุรี,FALSE
th,TH,10002726,Thap Put District,อำเภอทับปุด,ทับปุด,FALSE
th,TH,10000522,Thai Mueang District,อำเภอท้ายเหมือง,ท้ายเหมือง,FALSE
th,TH,10000680,Takua Thung District,อำเภอตะกั่วทุ่ง,ตะกั่วทุ่ง,FALSE
th,TH,10000246,Mueang Phang-nga District,อำเภอเมืองพังงา,เมืองพังงา,FALSE
th,TH,10005898,Mae Lan District,อำเภอแม่ลาน,แม่ลาน,FALSE
th,TH,10000434,Mayo District,อำเภอมายอ,มายอ,FALSE
th,TH,10001792,Panare District,อำเภอปะนาเระ,ปะนาเระ,FALSE
th,TH,10000961,Khok Pho District,อำเภอโคกโพธิ์,โคกโพธิ์,FALSE
th,TH,10000464,Sai Buri District,อำเภอสายบุรี,สายบุรี,FALSE
th,TH,10001786,Thung Yang Daeng District,อำเภอทุ่งยางแดง,ทุ่งยางแดง,FALSE
th,TH,10000394,Yarang District,อำเภอยะรัง,ยะรัง,FALSE
th,TH,10005257,Mai Kaen District,อำเภอไม้แก่น,ไม้แก่น,FALSE
th,TH,10002145,Kapho District,อำเภอกะพ้อ,กะพ้อ,FALSE
th,TH,10000329,Nong Chik District,อำเภอหนองจิก,หนองจิก,FALSE
th,TH,10000869,Mueang Pattani District,อำเภอเมืองปัตตานี,เมืองปัตตานี,FALSE
th,TH,10000346,Yaring District,อำเภอยะหริ่ง,ยะหริ่ง,FALSE
th,TH,10000648,Lat Lum Kaeo District,อำเภอลาดหลุมแก้ว,ลาดหลุมแก้ว,FALSE
th,TH,10001071,Sam Khok District,อำเภอสามโคก,สามโคก,FALSE
th,TH,10003108,Nong Suea District,อำเภอหนองเสือ,หนองเสือ,FALSE
th,TH,10000141,Mueang Pathum Thani District,อำเภอเมืองปทุมธานี,เมืองปทุมธานี,FALSE
th,TH,10004065,Mu Ban SAP Sombun Village,หมู่บ้านทรัพย์สมบูรณ์วิลเลจ,ทรัพย์สมบูรณ์วิลเลจ,FALSE
th,TH,10000073,Thanyaburi District,อำเภอธัญบุรี,ธัญบุรี,FALSE
th,TH,10000179,Khlong Luang District,อำเภอคลองหลวง,คลองหลวง,FALSE
th,TH,10000047,Mueang Nonthaburi District,อำเภอเมืองนนทบุรี,เมืองนนทบุรี,FALSE
th,TH,10011604,Mueang Nonthaburi,อำเภอเมืองนนทบุรี,เมืองนนทบุรี,FALSE
th,TH,10000787,Sai Noi District,อำเภอไทรน้อย,ไทรน้อย,FALSE
th,TH,10000131,Bang Bua Thong District,อำเภอบางบัวทอง,บางบัวทอง,FALSE
th,TH,10003197,Bang Yai District,อำเภอบางใหญ่,บางใหญ่,FALSE
th,TH,10000138,Bang Kruai District,อำเภอบางกรวย,บางกรวย,FALSE
th,TH,10000049,Pak Kret District,อำเภอปากเกร็ด,ปากเกร็ด,FALSE
th,TH,10001381,Mueang Nong Khai District,อำเภอเมืองหนองคาย,เมืองหนองคาย,FALSE
th,TH,10000804,Rattanawapi District,อำเภอรัตนวาปี,รัตนวาปี,FALSE
th,TH,10000036,Fao Rai District,อำเภอเฝ้าไร่,เฝ้าไร่,FALSE
th,TH,10003101,Sakhrai District,อำเภอสระใคร,สระใคร,FALSE
th,TH,10001882,Si Chiang Mai District,อำเภอศรีเชียงใหม่,ศรีเชียงใหม่,FALSE
th,TH,10002227,Pho Tak District,อำเภอโพธิ์ตาก,โพธิ์ตาก,FALSE
th,TH,10001846,Sangkhom District,อำเภอสังคม,สังคม,FALSE
th,TH,10000629,Phon Phisai District,อำเภอโพนพิสัย,โพนพิสัย,FALSE
th,TH,10000020,Tha Bo District,อำเภอท่าบ่อ,ท่าบ่อ,FALSE
th,TH,10004445,Non Sang District,อำเภอโนนสัง,โนนสัง,FALSE
th,TH,10000366,Si Bun Rueang District,อำเภอศรีบุญเรือง,ศรีบุญเรือง,FALSE
th,TH,10003376,Suwannakhuha District,อำเภอสุวรรณคูหา,สุวรรณคูหา,FALSE
th,TH,10001289,Na Wang District,อำเภอนาวัง,นาวัง,FALSE
th,TH,10000307,Na Klang District,อำเภอนากลาง,นากลาง,FALSE
th,TH,10001699,Mueang Nong Bua Lam Phu District,อำเภอเมืองหนองบัวลำภู,เมืองหนองบัวลำภู,FALSE
th,TH,10000820,Su-ngai Padi District,อำเภอสุไหงปาดี,สุไหงปาดี,FALSE
th,TH,10004336,Bacho District,อำเภอบาเจาะ,บาเจาะ,FALSE
th,TH,10001100,Si Sakhon District,อำเภอศรีสาคร,ศรีสาคร,FALSE
th,TH,10000915,Ra-ngae District,อำเภอระแงะ,ระแงะ,FALSE
th,TH,10001169,Cho-airong District,อำเภอเจาะไอร้อง,เจาะไอร้อง,FALSE
th,TH,10000509,Rueso District,อำเภอรือเสาะ,รือเสาะ,FALSE
th,TH,10000837,Sukhirin District,อำเภอสุคิริน,สุคิริน,FALSE
th,TH,10000950,Chanae District,อำเภอจะแนะ,จะแนะ,FALSE
th,TH,10000268,Waeng District,อำเภอแว้ง,แว้ง,FALSE
th,TH,10001030,Tak Bai District,อำเภอตากใบ,ตากใบ,FALSE
th,TH,10000403,Yi-ngo District,อำเภอยี่งอ,ยี่งอ,FALSE
th,TH,10000013,Su-ngai Kolok District,อำเภอสุไหงโกลก,สุไหงโกลก,FALSE
th,TH,10000547,Mueang Narathiwat District,อำเภอเมืองนราธิวาส,เมืองนราธิวาส,FALSE
th,TH,10000439,Thung Chang District,อำเภอทุ่งช้าง,ทุ่งช้าง,FALSE
th,TH,10000410,Song Khwae District,อำเภอสองแคว,สองแคว,FALSE
th,TH,10000398,Wiang Sa District,อำเภอเวียงสา,เวียงสา,FALSE
th,TH,10001693,Santi Suk District,อำเภอสันติสุข,สันติสุข,FALSE
th,TH,10000412,Tha Wang Pha District,อำเภอท่าวังผา,ท่าวังผา,FALSE
th,TH,30010537,Na Noi District,อำเภอนาน้อย,นาน้อย,FALSE
th,TH,10000271,Phu Phiang District,อำเภอภูเพียง,ภูเพียง,FALSE
th,TH,10000040,Pua District,อำเภอปัว,ปัว,FALSE
th,TH,10000664,Lat Yao District,อำเภอลาดยาว,ลาดยาว,FALSE
th,TH,10004588,Kao Liao District,อำเภอเก้าเลี้ยว,เก้าเลี้ยว,FALSE
th,TH,10001015,Banphot Phisai District,อำเภอบรรพตพิสัย,บรรพตพิสัย,FALSE
th,TH,10001180,Chum Ta Bong District,อำเภอชุมตาบง,ชุมตาบง,FALSE
th,TH,10001243,Phaisali District,อำเภอไพศาลี,ไพศาลี,FALSE
th,TH,10001253,Tha Tako District,อำเภอท่าตะโก,ท่าตะโก,FALSE
th,TH,10005290,Mae Poen District,อำเภอแม่เปิน,แม่เปิน,FALSE
th,TH,10001208,Nong Bua District,อำเภอหนองบัว,หนองบัว,FALSE
th,TH,10000166,Chum Saeng District,อำเภอชุมแสง,ชุมแสง,FALSE
th,TH,10004672,Mae Wong District,อำเภอแม่วงก์,แม่วงก์,FALSE
th,TH,10000390,Krok Phra District,อำเภอโกรกพระ,โกรกพระ,FALSE
th,TH,10000017,Takhli District,อำเภอตาคลี,ตาคลี,FALSE
